GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,STL_DAY_RANK
3/9/2019,POR,Portland Trail Blazers,POR vs. PHX,Maurice Harkless,F,25.4,8548,1,7056,0,18130,1,2443,3,11548,2,6102,7,3913,2,1393,1,8514,6
3/9/2019,MIL,Milwaukee Bucks,MIL vs. CHA,Nikola Mirotic,F,34.7,4240,5,280,3,5849,0,7843,6,4636,1,10110,6,5192,2,1393,1,8514,7
3/9/2019,MIL,Milwaukee Bucks,MIL vs. CHA,Brook Lopez,C,41.6,2276,1,7056,2,8551,0,7843,7,3260,10,204,8,2894,2,1393,2,4097,8
3/9/2019,PHX,Phoenix Suns,PHX @ POR,Kelly Oubre Jr.,F,35.9,3812,0,12874,1,12618,1,2443,6,4636,5,1672,7,3913,2,1393,0,15731,9
3/9/2019,SAC,Sacramento Kings,SAC @ NYK,Nemanja Bjelica,F,40,2657,2,3543,2,8551,2,812,5,6509,1,10110,10,1582,2,1393,0,15731,10
3/8/2019,WAS,Washington Wizards,WAS @ CHA,Bradley Beal,G,45.3,1643,1,7056,7,1184,1,2443,4,8828,6,1093,4,9339,5,25,3,1827,1
3/8/2019,NOP,New Orleans Pelicans,NOP vs. TOR,Kenrich Williams,G,33,4889,3,1597,4,3929,0,7843,3,11548,0,13385,5,7038,5,25,3,1827,2
3/8/2019,LAC,LA Clippers,LAC vs. OKC,Lou Williams,G,65.9,145,4,662,5,2659,0,7843,13,186,10,204,7,3913,4,121,2,4097,3
3/8/2019,HOU,Houston Rockets,HOU vs. PHI,Clint Capela,C,38.8,2961,0,12874,0,18130,0,7843,8,2174,2,6102,9,2204,4,121,2,4097,4
3/8/2019,DEN,Denver Nuggets,DEN @ GSW,Nikola Jokic,C,42.2,2152,1,7056,4,3929,1,2443,5,6509,5,1672,6,5192,4,121,2,4097,5
3/8/2019,GSW,Golden State Warriors,GSW vs. DEN,DeMarcus Cousins,C,53.2,704,1,7056,6,1803,6,10,5,6509,2,6102,6,5192,3,415,3,1827,6
3/8/2019,TOR,Toronto Raptors,TOR @ NOP,OG Anunoby,F,22.1,10543,1,7056,3,5849,0,7843,3,11548,0,13385,3,12137,3,415,2,4097,7
3/8/2019,HOU,Houston Rockets,HOU vs. PHI,PJ Tucker,F,16.1,14472,1,7056,1,12618,0,7843,1,18112,0,13385,3,12137,3,415,1,8514,8
3/8/2019,GSW,Golden State Warriors,GSW vs. DEN,Andre Iguodala,G,23.4,9721,1,7056,2,8551,1,2443,3,11548,0,13385,2,15352,3,415,1,8514,9
3/8/2019,NOP,New Orleans Pelicans,NOP vs. TOR,Stanley Johnson,F,18.3,12997,0,12874,3,5849,0,7843,1,18112,0,13385,4,9339,3,415,2,4097,10
3/7/2019,OKC,Oklahoma City Thunder,OKC @ POR,Paul George,F,63.8,190,1,7056,6,1803,0,7843,7,3260,17,13,14,434,3,415,3,1827,1
3/7/2019,MIL,Milwaukee Bucks,MIL vs. IND,Khris Middleton,F,41.4,2318,4,662,4,3929,0,7843,8,2174,7,723,2,15352,3,415,3,1827,2
3/7/2019,POR,Portland Trail Blazers,POR vs. OKC,Jusuf Nurkic,C,43.9,1878,0,12874,3,5849,1,2443,4,8828,5,1672,17,151,2,1393,3,1827,3
3/7/2019,IND,Indiana Pacers,IND @ MIL,Wesley Matthews,G,21.6,10866,2,3543,2,8551,0,7843,3,11548,2,6102,3,12137,2,1393,1,8514,4
3/7/2019,OKC,Oklahoma City Thunder,OKC @ POR,Steven Adams,C,31.4,5566,0,12874,0,18130,2,812,6,4636,0,13385,7,3913,2,1393,1,8514,5
3/7/2019,IND,Indiana Pacers,IND @ MIL,Bojan Bogdanovic,F,29.5,6436,3,1597,1,12618,0,7843,6,4636,2,6102,5,7038,2,1393,1,8514,6
3/7/2019,IND,Indiana Pacers,IND @ MIL,Thaddeus Young,F,27.4,7453,2,3543,4,3929,2,812,3,11548,2,6102,2,15352,2,1393,3,1827,7
3/7/2019,MIL,Milwaukee Bucks,MIL vs. IND,Nikola Mirotic,F,16.7,14061,0,12874,1,12618,1,2443,1,18112,0,13385,6,5192,1,4317,0,15731,8
3/7/2019,POR,Portland Trail Blazers,POR vs. OKC,Seth Curry,G,11.4,17660,1,7056,0,18130,0,7843,3,11548,1,10110,2,15352,1,4317,2,4097,9
3/7/2019,MIL,Milwaukee Bucks,MIL vs. IND,Malcolm Brogdon,G,19.8,12020,1,7056,2,8551,1,2443,3,11548,0,13385,4,9339,1,4317,1,8514,10
3/6/2019,BOS,Boston Celtics,BOS @ SAC,Marcus Smart,G,32.1,5249,1,7056,5,2659,0,7843,2,14769,4,2601,3,12137,5,25,3,1827,1
3/6/2019,PHI,Philadelphia 76ers,PHI @ CHI,Ben Simmons,G,48.7,1140,0,12874,7,1184,0,7843,7,3260,4,2601,11,1140,4,121,5,338,2
3/6/2019,DAL,Dallas Mavericks,DAL @ WAS,Luka Doncic,F-G,64.7,161,2,3543,7,1184,0,7843,11,549,7,723,11,1140,4,121,2,4097,3
3/6/2019,CLE,Cleveland Cavaliers,CLE @ BKN,Larry Nance Jr.,F,42.5,2099,1,7056,3,5849,0,7843,6,4636,4,2601,10,1582,4,121,3,1827,4
3/6/2019,BKN,Brooklyn Nets,BKN vs. CLE,D'Angelo Russell,G,41.3,2339,4,662,5,2659,0,7843,9,1419,3,4174,4,9339,3,415,5,338,5
3/6/2019,PHI,Philadelphia 76ers,PHI @ CHI,Jimmy Butler,G,38.6,3015,0,12874,4,3929,0,7843,8,2174,6,1093,3,12137,3,415,2,4097,6
3/6/2019,CHI,Chicago Bulls,CHI vs. PHI,Otto Porter Jr.,F,38.3,3104,2,3543,3,5849,0,7843,6,4636,1,10110,9,2204,3,415,1,8514,7
3/6/2019,DEN,Denver Nuggets,DEN @ LAL,Nikola Jokic,C,51.4,851,0,12874,8,789,0,7843,3,11548,6,1093,17,151,3,415,2,4097,8
3/6/2019,PHX,Phoenix Suns,PHX vs. NYK,Mikal Bridges,F,17.5,13524,1,7056,1,12618,1,2443,2,14769,0,13385,0,22086,3,415,1,8514,9
3/6/2019,MIA,Miami Heat,MIA @ CHA,Bam Adebayo,C-F,23,9940,0,12874,0,18130,2,812,5,6509,0,13385,5,7038,2,1393,5,338,10
3/5/2019,CHI,Chicago Bulls,CHI @ IND,Otto Porter Jr.,F,29.8,6292,1,7056,2,8551,2,812,3,11548,0,13385,4,9339,4,121,3,1827,1
3/5/2019,PHI,Philadelphia 76ers,PHI vs. ORL,Jimmy Butler,G,30.4,6027,0,12874,4,3929,0,7843,5,6509,4,2601,2,15352,3,415,1,8514,2
3/5/2019,BOS,Boston Celtics,BOS @ GSW,Jayson Tatum,F,38.5,3041,1,7056,1,12618,2,812,6,4636,4,2601,5,7038,3,415,1,8514,3
3/5/2019,HOU,Houston Rockets,HOU @ TOR,James Harden,G,48.7,1140,3,1597,3,5849,0,7843,12,318,8,447,1,18809,3,415,1,8514,4
3/5/2019,MEM,Memphis Grizzlies,MEM vs. POR,Joakim Noah,C,35.5,3937,0,12874,7,1184,0,7843,4,8828,1,10110,10,1582,2,1393,2,4097,5
3/5/2019,CHI,Chicago Bulls,CHI @ IND,Kris Dunn,G,25.9,8278,0,12874,5,2659,0,7843,2,14769,1,10110,7,3913,2,1393,1,8514,6
3/5/2019,PHI,Philadelphia 76ers,PHI vs. ORL,Ben Simmons,G,50.6,930,0,12874,8,789,1,2443,6,4636,4,2601,13,591,2,1393,2,4097,7
3/5/2019,BOS,Boston Celtics,BOS @ GSW,Gordon Hayward,F,50.4,956,4,662,4,3929,0,7843,12,318,2,6102,7,3913,2,1393,0,15731,8
3/5/2019,BOS,Boston Celtics,BOS @ GSW,Marcus Smart,G,23.4,9721,1,7056,4,3929,0,7843,4,8828,0,13385,2,15352,2,1393,0,15731,9
3/5/2019,IND,Indiana Pacers,IND vs. CHI,Darren Collison,G,32.8,4968,3,1597,2,8551,0,7843,7,3260,5,1672,4,9339,2,1393,3,1827,10
3/4/2019,LAC,LA Clippers,LAC @ LAL,Patrick Beverley,G,42.8,2049,3,1597,4,3929,0,7843,4,8828,2,6102,9,2204,5,25,2,4097,1
3/4/2019,PHX,Phoenix Suns,PHX vs. MIL,Tyler Johnson,G,35.8,3841,1,7056,4,3929,0,7843,6,4636,0,13385,4,9339,4,121,0,15731,2
3/4/2019,SAC,Sacramento Kings,SAC vs. NYK,De'Aaron Fox,G,35.3,4011,1,7056,3,5849,0,7843,5,6509,5,1672,4,9339,4,121,2,4097,3
3/4/2019,MIA,Miami Heat,MIA vs. ATL,Justise Winslow,F,36.5,3625,1,7056,3,5849,0,7843,8,2174,1,10110,5,7038,3,415,1,8514,4
3/4/2019,SAS,San Antonio Spurs,SAS vs. DEN,DeMar DeRozan,G,50.7,919,0,12874,7,1184,1,2443,11,549,2,6102,6,5192,3,415,3,1827,5
3/4/2019,MIL,Milwaukee Bucks,MIL @ PHX,Giannis Antetokounmpo,F,48.6,1153,0,12874,6,1803,0,7843,8,2174,5,1672,13,591,3,415,6,130,6
3/4/2019,ATL,Atlanta Hawks,ATL @ MIA,Dewayne Dedmon,C,32.2,5198,2,3543,2,8551,0,7843,5,6509,2,6102,6,5192,3,415,1,8514,7
3/4/2019,NYK,New York Knicks,NYK @ SAC,Dennis Smith Jr.,G,41.1,2388,2,3543,5,2659,2,812,8,2174,0,13385,3,12137,3,415,3,1827,8
3/4/2019,MIA,Miami Heat,MIA vs. ATL,Dion Waiters,G,27.6,7365,1,7056,2,8551,1,2443,5,6509,3,4174,3,12137,3,415,5,338,9
3/4/2019,NOP,New Orleans Pelicans,NOP @ UTA,Anthony Davis,F-C,49.7,1029,1,7056,3,5849,3,272,7,3260,0,13385,11,1140,3,415,1,8514,10
3/31/2019,LAC,LA Clippers,LAC vs. MEM,Shai Gilgeous-Alexander,G,31.3,5609,0,12874,3,5849,2,812,2,14769,2,6102,4,9339,4,121,2,4097,1
3/31/2019,LAL,Los Angeles Lakers,LAL @ NOP,Alex Caruso,G,45.6,1597,4,662,6,1803,0,7843,7,3260,5,1672,3,12137,4,121,2,4097,2
3/31/2019,WAS,Washington Wizards,WAS @ DEN,Bradley Beal,G,36.6,3598,0,12874,6,1803,0,7843,6,4636,5,1672,3,12137,3,415,2,4097,3
3/31/2019,SAS,San Antonio Spurs,SAS vs. SAC,DeMar DeRozan,G,35.9,3812,0,12874,7,1184,0,7843,8,2174,0,13385,2,15352,3,415,2,4097,4
3/31/2019,GSW,Golden State Warriors,GSW vs. CHA,Jonas Jerebko,F,31.7,5421,1,7056,1,12618,1,2443,4,8828,3,4174,6,5192,3,415,1,8514,5
3/31/2019,ATL,Atlanta Hawks,ATL vs. MIL,DeAndre' Bembry,F,38.7,2981,2,3543,3,5849,1,2443,5,6509,4,2601,6,5192,3,415,1,8514,6
3/31/2019,WAS,Washington Wizards,WAS @ DEN,Jabari Parker,F,37.7,3272,1,7056,1,12618,1,2443,8,2174,3,4174,6,5192,3,415,3,1827,7
3/31/2019,LAL,Los Angeles Lakers,LAL @ NOP,Rajon Rondo,G,55,573,4,662,12,111,0,7843,9,1419,2,6102,5,7038,3,415,2,4097,8
3/31/2019,MEM,Memphis Grizzlies,MEM @ LAC,Delon Wright,G,45.6,1597,2,3543,4,3929,1,2443,6,4636,6,1093,8,2894,3,415,2,4097,9
3/31/2019,MIL,Milwaukee Bucks,MIL @ ATL,Sterling Brown,G,52.3,770,5,280,3,5849,1,2443,10,888,2,6102,9,2204,3,415,2,4097,10
3/30/2019,MEM,Memphis Grizzlies,MEM @ PHX,Delon Wright,G,39.1,2887,1,7056,3,5849,2,812,3,11548,4,2601,3,12137,5,25,1,8514,1
3/30/2019,MIA,Miami Heat,MIA @ NYK,Derrick Jones Jr.,F-G,22.8,10070,0,12874,2,8551,0,7843,1,18112,2,6102,4,9339,4,121,1,8514,2
3/30/2019,BKN,Brooklyn Nets,BKN vs. BOS,Caris LeVert,G,29.9,6238,1,7056,1,12618,0,7843,5,6509,4,2601,2,15352,4,121,1,8514,3
3/30/2019,CHI,Chicago Bulls,CHI vs. TOR,Walter Lemon Jr.,G,46.8,1417,0,12874,6,1803,1,2443,8,2174,3,4174,4,9339,4,121,1,8514,4
3/30/2019,HOU,Houston Rockets,HOU vs. SAC,Chris Paul,G,43.9,1878,3,1597,5,2659,0,7843,8,2174,3,4174,2,15352,4,121,0,15731,5
3/30/2019,CLE,Cleveland Cavaliers,CLE @ LAC,Cedi Osman,F,41.5,2292,2,3543,3,5849,0,7843,5,6509,7,723,5,7038,4,121,0,15731,6
3/30/2019,DET,Detroit Pistons,DET vs. POR,Andre Drummond,C,68.8,109,0,12874,4,3929,3,272,9,1419,4,2601,19,70,4,121,3,1827,7
3/30/2019,TOR,Toronto Raptors,TOR @ CHI,Kyle Lowry,G,39.4,2808,1,7056,8,789,0,7843,2,14769,5,1672,7,3913,4,121,3,1827,8
3/30/2019,NYK,New York Knicks,NYK vs. MIA,Luke Kornet,F-C,48.1,1213,5,280,3,5849,3,272,5,6509,2,6102,8,2894,3,415,1,8514,9
3/30/2019,NYK,New York Knicks,NYK vs. MIA,Mitchell Robinson,C,45.8,1562,0,12874,0,18130,4,98,4,8828,1,10110,14,434,3,415,1,8514,10
3/3/2019,DET,Detroit Pistons,DET vs. TOR,Wayne Ellington,G,24.1,9282,2,3543,1,12618,0,7843,3,11548,3,4174,3,12137,3,415,1,8514,1
3/3/2019,OKC,Oklahoma City Thunder,OKC vs. MEM,Russell Westbrook,G,44.7,1730,4,662,5,2659,1,2443,7,3260,4,2601,6,5192,3,415,4,786,2
3/3/2019,HOU,Houston Rockets,HOU @ BOS,Chris Paul,G,47.2,1353,3,1597,12,111,1,2443,4,8828,4,2601,6,5192,3,415,5,338,3
3/3/2019,CHA,Charlotte Hornets,CHA vs. POR,Nicolas Batum,F-G,26.3,8058,2,3543,3,5849,0,7843,2,14769,2,6102,4,9339,3,415,0,15731,4
3/3/2019,NYK,New York Knicks,NYK @ LAC,Emmanuel Mudiay,G,33.3,4762,2,3543,3,5849,0,7843,6,4636,2,6102,4,9339,3,415,1,8514,5
3/3/2019,WAS,Washington Wizards,WAS vs. MIN,Bradley Beal,G,53.4,689,2,3543,8,789,1,2443,7,3260,6,1093,7,3913,3,415,1,8514,6
3/3/2019,CLE,Cleveland Cavaliers,CLE vs. ORL,Cedi Osman,F,34.7,4240,2,3543,3,5849,0,7843,6,4636,0,13385,6,5192,3,415,0,15731,7
3/3/2019,TOR,Toronto Raptors,TOR @ DET,Danny Green,G,16.9,13926,2,3543,1,12618,0,7843,2,14769,0,13385,2,15352,3,415,2,4097,8
3/3/2019,DET,Detroit Pistons,DET vs. TOR,Bruce Brown,G,17.6,13421,0,12874,2,8551,0,7843,1,18112,0,13385,3,12137,3,415,0,15731,9
3/3/2019,POR,Portland Trail Blazers,POR @ CHA,Rodney Hood,G,37.2,3409,3,1597,2,8551,0,7843,9,1419,6,1093,1,18809,2,1393,0,15731,10
3/29/2019,LAL,Los Angeles Lakers,LAL vs. CHA,Rajon Rondo,G,56.7,467,1,7056,17,4,0,7843,3,11548,0,13385,6,5192,6,3,1,8514,1
3/29/2019,GSW,Golden State Warriors,GSW @ MIN,Draymond Green,F,39.5,2784,0,12874,5,2659,0,7843,3,11548,3,4174,10,1582,4,121,1,8514,2
3/29/2019,BOS,Boston Celtics,BOS vs. IND,Marcus Smart,G,26.2,8106,2,3543,6,1803,0,7843,2,14769,0,13385,1,18809,4,121,2,4097,3
3/29/2019,MIN,Minnesota Timberwolves,MIN vs. GSW,Josh Okogie,G,40.5,2531,3,1597,1,12618,0,7843,6,4636,6,1093,5,7038,4,121,0,15731,4
3/29/2019,WAS,Washington Wizards,WAS @ UTA,Bobby Portis,F,63.6,196,6,113,4,3929,1,2443,11,549,0,13385,13,591,4,121,1,8514,5
3/29/2019,UTA,Utah Jazz,UTA vs. WAS,Ricky Rubio,G,29.9,6238,1,7056,3,5849,0,7843,7,3260,2,6102,2,15352,3,415,3,1827,6
3/29/2019,CHA,Charlotte Hornets,CHA @ LAL,Marvin Williams,F,31.5,5512,3,1597,1,12618,1,2443,5,6509,0,13385,5,7038,3,415,1,8514,7
3/29/2019,BOS,Boston Celtics,BOS vs. IND,Kyrie Irving,G,47.9,1243,3,1597,5,2659,0,7843,11,549,5,1672,2,15352,3,415,1,8514,8
3/29/2019,WAS,Washington Wizards,WAS @ UTA,Bradley Beal,G,50.8,910,2,3543,6,1803,0,7843,13,186,6,1093,4,9339,2,1393,3,1827,9
3/29/2019,DEN,Denver Nuggets,DEN @ OKC,Gary Harris,G,21.2,11106,2,3543,4,3929,0,7843,3,11548,0,13385,1,18809,2,1393,0,15731,10
3/28/2019,MIA,Miami Heat,MIA vs. DAL,Dwyane Wade,G,27.4,7453,1,7056,2,8551,0,7843,4,8828,2,6102,2,15352,4,121,1,8514,1
3/28/2019,PHI,Philadelphia 76ers,PHI vs. BKN,Jimmy Butler,G,32.9,4932,1,7056,3,5849,1,2443,3,11548,2,6102,7,3913,3,415,1,8514,2
3/28/2019,SAC,Sacramento Kings,SAC @ NOP,De'Aaron Fox,G,59,364,1,7056,12,111,1,2443,11,549,2,6102,5,7038,3,415,2,4097,3
3/28/2019,DET,Detroit Pistons,DET vs. ORL,Wayne Ellington,G,34,4510,7,46,0,18130,0,7843,9,1419,0,13385,0,22086,3,415,0,15731,4
3/28/2019,SAS,San Antonio Spurs,SAS vs. CLE,Bryn Forbes,G,41.2,2357,3,1597,4,3929,0,7843,8,2174,0,13385,6,5192,3,415,0,15731,5
3/28/2019,NOP,New Orleans Pelicans,NOP vs. SAC,Christian Wood,F,48.3,1195,0,12874,1,12618,1,2443,11,549,3,4174,9,2204,3,415,1,8514,6
3/28/2019,PHI,Philadelphia 76ers,PHI vs. BKN,Joel Embiid,F-C,73.6,62,3,1597,6,1803,1,2443,12,318,12,89,13,591,3,415,2,4097,7
3/28/2019,TOR,Toronto Raptors,TOR @ NYK,Kyle Lowry,G,18.8,12649,1,7056,2,8551,0,7843,3,11548,0,13385,4,9339,2,1393,2,4097,8
3/28/2019,TOR,Toronto Raptors,TOR @ NYK,Norman Powell,F-G,19.6,12151,3,1597,0,18130,0,7843,3,11548,2,6102,3,12137,2,1393,1,8514,9
3/28/2019,NOP,New Orleans Pelicans,NOP vs. SAC,Stanley Johnson,F,26.4,8002,2,3543,4,3929,1,2443,4,8828,0,13385,2,15352,2,1393,1,8514,10
3/27/2019,MEM,Memphis Grizzlies,MEM vs. GSW,Justin Holiday,F-G,28.8,6766,3,1597,0,18130,0,7843,3,11548,0,13385,4,9339,5,25,0,15731,1
3/27/2019,GSW,Golden State Warriors,GSW @ MEM,DeMarcus Cousins,C,50.8,910,1,7056,6,1803,3,272,7,3260,1,10110,9,2204,3,415,3,1827,2
3/27/2019,WAS,Washington Wizards,WAS @ PHX,Jeff Green,F,17,13857,0,12874,0,18130,1,2443,2,14769,1,10110,0,22086,3,415,0,15731,3
3/27/2019,WAS,Washington Wizards,WAS @ PHX,Tomas Satoransky,G,26.2,8106,0,12874,2,8551,0,7843,3,11548,10,204,1,18809,3,415,3,1827,4
3/27/2019,MEM,Memphis Grizzlies,MEM vs. GSW,Delon Wright,G,22.9,9984,0,12874,5,2659,0,7843,2,14769,1,10110,2,15352,3,415,1,8514,5
3/27/2019,MEM,Memphis Grizzlies,MEM vs. GSW,Chandler Parsons,F,23.5,9670,1,7056,1,12618,0,7843,5,6509,2,6102,5,7038,2,1393,3,1827,6
3/27/2019,PHX,Phoenix Suns,PHX vs. WAS,Mikal Bridges,F,21.3,11046,0,12874,5,2659,0,7843,1,18112,2,6102,4,9339,2,1393,1,8514,7
3/27/2019,GSW,Golden State Warriors,GSW @ MEM,Draymond Green,F,31.4,5566,1,7056,6,1803,2,812,2,14769,1,10110,7,3913,2,1393,4,786,8
3/27/2019,OKC,Oklahoma City Thunder,OKC vs. IND,Steven Adams,C,52.9,728,0,12874,3,5849,1,2443,11,549,3,4174,12,814,2,1393,0,15731,9
3/27/2019,PHX,Phoenix Suns,PHX vs. WAS,De'Anthony Melton,G,16.4,14248,0,12874,4,3929,0,7843,2,14769,0,13385,2,15352,2,1393,2,4097,10
3/26/2019,TOR,Toronto Raptors,TOR vs. CHI,Kawhi Leonard,F,44.3,1814,0,12874,5,2659,0,7843,4,8828,6,1093,4,9339,6,3,0,15731,1
3/26/2019,ATL,Atlanta Hawks,ATL @ NOP,DeAndre' Bembry,F,37.2,3409,1,7056,2,8551,0,7843,6,4636,5,1672,6,5192,4,121,3,1827,2
3/26/2019,NOP,New Orleans Pelicans,NOP vs. ATL,Christian Wood,F,60.3,312,1,7056,1,12618,6,10,7,3260,8,447,9,2204,3,415,2,4097,3
3/26/2019,CHA,Charlotte Hornets,CHA vs. SAS,Dwayne Bacon,G,44.7,1730,4,662,1,12618,1,2443,9,1419,2,6102,6,5192,3,415,0,15731,4
3/26/2019,CHI,Chicago Bulls,CHI @ TOR,Shaquille Harrison,G,34.5,4316,0,12874,5,2659,0,7843,6,4636,3,4174,5,7038,3,415,3,1827,5
3/26/2019,MIL,Milwaukee Bucks,MIL vs. HOU,George Hill,G,20.4,11636,0,12874,4,3929,0,7843,1,18112,2,6102,2,15352,3,415,1,8514,6
3/26/2019,BOS,Boston Celtics,BOS @ CLE,Marcus Smart,G,45.2,1663,2,3543,4,3929,1,2443,8,2174,3,4174,6,5192,3,415,1,8514,7
3/26/2019,MIA,Miami Heat,MIA vs. ORL,Dwyane Wade,G,46.9,1399,2,3543,7,1184,0,7843,7,3260,6,1093,7,3913,3,415,3,1827,8
